year,price,mileage,tax,mpg,engineSize,model,fuelType,transmission
2017,13990,17583,145,49.58634982370741,1.0434485207699709,2,3,2
2015,9624,33390,93,54.10016648918109,1.5586659267147507,6,2,2
2017,15341,42682,145,54.3,2.0,13,0,2
2017,10937,30925,140,51.4,1.0,6,4,2
2019,17766,2,145,45.6,1.0,2,4,2
2015,8820,21090,145,48.49647010766083,1.59634067418613,4,3,2
2016,12265,18997,0,59.35607547498972,1.049881791415353,5,3,2
2017,12000,3917,102,50.79660952653861,1.422656559599677,5,4,2
2016,15095,35327,145,52.3,2.0,18,0,2
2016,9991,32561,30,68.75450881209912,1.37891940637771,6,0,2
2017,17895,39778,145,54.3,2.0,13,0,2
2017,11314,27096,147,56.23949458114389,1.0,5,4,2
2013,6695,55512,161,44.1,1.6,0,4,2
2016,9950,38638,115,52.131693330764584,1.0487795553843056,6,3,2
2016,8505,26492,160,44.91611808530062,1.6,1,4,2
2016,12182,15344,35,63.670080914368405,2.0,6,0,2
2014,9560,11901,145,47.9,1.6,5,4,2
2016,15721,34206,136,54.168231048284376,2.0,18,0,2
2016,11773,5029,128,51.94880210523425,1.0,5,4,2
2018,32932,5144,145,25.793466403904922,4.497781079436879,12,3,2
2017,12952,19048,107,70.03901366158246,1.3716570379994717,5,1,2
2013,9912,65062,181,48.50279261885174,2.0,13,0,2
2017,21017,28177,159,51.35697484388076,2.0,17,0,2
2018,13480,3526,145,48.84497323218877,1.0,5,4,2
2016,10490,20121,155,44.50925672424521,1.5415347536792552,1,4,2
2018,15993,2030,146,49.28979192359742,1.1092207265921141,5,3,2
2018,16651,5044,145,48.7,1.0,3,4,2
2016,22214,19070,177,48.35297280553614,2.0,3,0,2
2013,9958,56696,199,45.577923055198504,1.986201909499063,12,0,2
2013,6865,50921,160,44.1,1.6,0,4,2
2017,17442,21923,145,58.34895456758582,2.0,9,0,2
2016,10677,25352,12,67.8280231612989,1.5,2,0,2
2019,17036,1274,150,48.7,1.0,5,4,2
2017,13360,30241,132,53.698545332125335,2.0,14,0,2
2018,13281,6190,145,48.7,1.0,5,4,2
2019,16747,7780,145,48.7,1.0,5,4,2
2017,13029,14382,129,51.4,1.0,6,4,2
2019,16788,7019,145,48.7,1.0,5,4,2
2016,11499,15511,13,61.960578411111136,1.3277368008547028,2,1,2
2013,6510,33124,160,44.1,1.6,0,4,2
2015,9943,65569,148,52.3,2.0,13,0,2
2017,17746,31233,148,53.54972303066618,2.0,11,0,2
2016,10796,5573,145,47.78239642255115,1.6,4,4,2
2019,18814,2254,145,40.31275547267106,1.729325611072082,10,1,2
2016,12404,26503,148,73.53475994784172,1.524845456238905,6,0,2
2019,17972,8,148,45.6,1.0,2,4,2
2017,11109,11221,145,48.84933777489353,1.3206271897121455,2,4,2
2019,17500,1701,145,45.47902677154563,1.0,2,4,2
2016,11392,35375,159,52.04105022007948,1.2596493999908644,7,2,2
2017,12000,8598,20,57.220041772532994,1.0,5,4,2
2014,9133,33383,95,54.56482159626451,1.5656452495037914,5,2,2
2016,16341,22856,145,52.751826908200115,2.0,13,0,2
2015,12142,51831,135,54.825706889061784,2.0,13,0,2
2018,19982,6917,145,55.379632641156405,2.0,8,0,2
2013,5626,52096,146,45.21695497726948,1.5507225745322288,0,4,2
2019,20361,2885,145,46.126334743177516,1.3959485010496135,8,2,2
2018,21797,12566,147,51.79376840230728,2.0,8,0,2
2017,16548,10635,145,54.3,2.0,13,0,2
2017,13349,12632,145,51.97416476384681,1.0,5,4,2
2015,10788,26381,125,57.89880291629094,2.0,4,0,2
2017,18175,22667,145,54.3,2.0,13,0,2
2017,12998,9965,136,53.024152807432245,1.0,5,4,2
2016,11547,15585,60,59.312963660461534,1.3091001429867786,2,1,2
2015,11362,44306,146,56.37261387833283,1.8642462040555723,11,0,2
2014,7367,57828,160,44.11022374186486,1.6027263311639612,0,3,2
2017,14993,43876,145,55.97531827011236,2.0,13,0,2
2018,23892,9404,149,47.9,2.0,3,0,2
2016,11045,14685,117,51.771733638784134,1.0,5,4,2
2016,18849,29381,148,51.37848646882562,2.0,6,0,2
2015,11480,32687,149,52.2641742897308,1.9601936552564494,12,0,2
2016,11984,37878,147,61.68258005373479,1.7867595442333002,10,0,2
2017,21663,25885,145,49.85075560907668,2.0,5,0,2
2016,10923,2993,92,50.252344013415055,1.3464026040272068,5,4,2
2015,10381,31206,161,47.82517801558206,1.8878433353310335,7,0,2
2015,9681,25729,0,57.7,1.0,5,4,2
2016,9600,8717,160,44.1,1.6,0,4,2
2017,17952,20507,130,54.76355010830164,2.0,14,0,2
2019,23867,8144,145,38.7,2.0,13,0,2
2017,11838,5870,41,56.7290430533932,1.0,5,4,2
2017,18098,20688,134,56.53694470414806,2.0,12,0,2
2019,17444,1456,145,45.6,1.0,2,4,2
2018,14286,23531,146,48.04438413487049,1.2114889887514557,4,3,2
2016,22000,10160,145,53.18091665082443,2.0,10,0,2
2017,11628,15761,110,53.67270286481942,1.1515135243212948,6,2,2
2015,9301,47286,156,46.13514424599954,1.4786232503636778,6,4,2
2017,18454,6341,147,56.79072331822914,1.7292692045403102,13,0,2
2014,7496,33861,103,50.91058632186141,1.4156783884574649,5,4,2
2017,13076,33399,145,53.69179644486354,1.304101777568226,7,2,2
2016,10923,26500,130,56.86999827737042,1.9424112986488062,1,0,2
2017,18327,41081,145,51.451138199743724,2.0,7,0,2
2015,11524,47331,128,58.24815999429204,2.0,13,0,2
2018,15122,20662,147,51.167063723183226,1.7907118901058938,13,0,2
2016,16498,23223,145,58.849679745916696,1.5054695928351416,13,0,2
2016,19077,29645,148,52.3,2.0,14,0,2
2013,8752,23804,157,49.49613565873659,1.8553817053978554,2,1,2
2018,19333,13940,145,58.9,1.5,13,0,2
2019,17958,2473,145,42.54092141260018,1.0,3,4,2
2013,5592,48252,163,44.288800527655525,1.6,1,4,2
2017,11315,19240,0,57.7,1.0,5,4,2
2013,7363,25034,98,51.065459236702935,1.4061963732630853,5,4,2
2017,16637,15040,149,58.079907971930794,1.573222502506179,13,0,2
2017,10598,10097,86,58.305611726828616,1.252338219511922,7,1,2
2017,18855,19896,145,54.068225413323255,2.0,13,0,2
2017,11469,18113,127,51.76790086742221,1.0,5,4,2
2015,9827,40316,131,62.373001556403366,1.835028046168445,8,0,2
2018,12859,9240,145,48.7,1.0,5,4,2
2017,17574,30093,145,53.74050811473042,2.0,16,0,2
2019,31174,191,136,181.26638913760382,2.437625726420425,11,1,2
2017,11640,18137,130,52.170189865070206,1.0,5,4,2
2017,19765,28103,157,51.55127638591245,2.0,16,0,2
2017,18414,24243,145,54.14580912939237,2.0,12,0,2
2016,17053,23076,127,52.5718089499687,2.0,17,0,2
2017,22873,19997,181,47.9,2.0,3,0,2
2019,27051,3305,145,47.3119305337384,2.0,10,0,2
2018,24714,9743,145,53.303901747724375,2.0,7,0,2
2017,14587,26048,140,50.923272836575045,1.217967925154416,4,3,2
2016,11713,5496,23,56.49945371306292,1.0,5,4,2
2016,12191,18992,0,63.45795144321947,1.1734322723861286,5,2,2
2019,17993,1193,145,46.660841445415976,1.0,3,4,2
2019,17532,6,145,46.692948240537994,1.0,3,4,2
2016,12812,38196,126,58.553574725345875,2.0,13,0,2
2015,9625,71128,129,56.66853669676963,1.918855879882532,12,0,2
2017,11499,19337,99,52.66053713531102,1.0,5,4,2
2019,16516,5709,146,39.17537827425419,1.3609338048171804,1,4,2
2017,12056,13834,145,52.10887204126401,1.0,5,4,2
2014,10843,75416,136,55.104810595594245,2.0,14,0,2
2016,10998,11780,160,44.8,1.5,2,4,2
2018,28888,6253,145,29.46626304341459,2.2762048913066217,14,3,2
2017,10500,19853,145,47.15524532665103,1.6,4,4,2
2017,15200,43334,145,57.05074856548119,2.0,13,0,2
2019,24109,3360,145,41.105919989456794,2.0,13,0,2
2013,6776,38539,150,47.9,1.6,5,4,2
2017,12261,17432,15,58.33066723104775,1.2627780129365611,7,1,2
2017,10825,11291,145,50.811515171984475,1.2052049898832664,3,4,2
2014,6034,52441,164,44.1,1.6,0,4,2
2018,16902,8119,149,48.151712605188834,1.0,4,4,2
2017,16997,36028,145,52.66363892772921,2.0,17,0,2
2018,14294,11949,145,53.798181786949016,1.3289149539967107,5,2,2
2017,19995,22655,145,54.3,2.0,13,0,2
2016,8929,17116,154,45.37267850155027,1.6,1,4,2
2013,7427,37765,79,52.495293193963285,1.318655518736942,5,4,2
2017,11147,9180,163,44.8,1.5,2,4,2
2013,7865,23075,145,47.9,1.6,5,4,2
2018,25526,4404,145,48.570747552478004,2.0,15,0,2
2017,16771,10937,145,57.43902808286209,1.6588012953410771,13,0,2
2018,15294,9819,145,50.3937676651932,1.083027826725157,6,3,2
2017,11846,5534,83,57.7,1.0,5,4,2
2019,16184,1546,145,48.7,1.0,5,4,2
2017,12481,14828,140,53.593544907558346,1.0,5,4,2
2017,13900,18895,149,60.62147388249568,1.5,12,0,2
2017,17801,32617,147,54.3,2.0,13,0,2
2017,12000,3924,2,57.556512864386704,1.0087849266702018,5,4,2
2018,15709,1359,147,49.901142515810825,1.2224337992242262,6,2,2
2014,12241,37895,177,49.57651030928353,2.0,13,0,2
2018,14186,8587,145,53.63629446488446,1.3164291323643882,2,1,2
2014,8196,25120,101,50.86376580432728,1.4185449507554728,5,4,2
2020,40027,877,145,22.30112900042396,5.0,15,4,2
2018,16066,8411,145,47.68363785680099,1.0,4,4,2
2016,11524,12237,146,45.849391513778,1.459325910318682,2,4,2
2017,16154,25682,146,54.3,2.0,13,0,2
2017,12000,3918,83,52.07473280123772,1.3444041142099357,5,4,2
2019,17294,5703,150,47.879694572720794,1.0,4,4,2
2017,10636,33758,160,46.19409134740982,1.3943870191356198,2,4,2
2017,11403,23535,89,53.80631420080029,1.0,5,4,2
2016,10993,16395,160,44.8,1.5,2,4,2
2012,6179,107554,197,47.44737150363627,2.0,17,0,2
2019,17597,1905,145,45.6,1.0,2,4,2
2019,17952,3,146,45.6,1.0,2,4,2
2019,17548,5,145,45.6,1.0,2,4,2
2018,11706,31233,146,53.48911081426506,1.0,5,4,2
2016,10017,9208,76,56.03409276295447,1.5406264041644055,0,1,2
2014,7682,47072,153,46.07233413964655,1.4843332600321317,6,4,2
2017,19990,22101,154,51.6921559805125,2.0,8,0,2
2017,11327,12902,125,53.112979464307855,1.2283972619077144,4,3,2
2016,9843,21807,159,44.1532007828463,1.5956273329167427,0,4,2
2019,23154,5074,145,41.27362725888074,2.0,12,0,2
2014,6678,46091,165,44.1,1.6,0,4,2
2019,31651,1814,145,37.2,2.0,3,0,2
2016,10078,7849,0,57.7,1.0,5,4,2
2016,7639,31924,103,50.67801301902073,1.429917570264037,5,4,2
2019,40888,1234,145,22.695609625722305,5.0,15,4,2
2018,14420,16104,145,60.578798663843095,1.319322544726965,4,1,2
2017,17864,14772,145,56.158928729825966,1.7979425293667424,13,0,2
2018,15208,15995,147,48.7,1.0,3,4,2
2014,7739,48698,163,44.8,1.6,6,4,2
2017,17878,16226,145,58.35591521634284,1.559139650397518,13,0,2
2014,7248,47593,145,47.7613651392448,1.6,5,4,2
2019,28119,4187,145,54.3,2.0,8,0,2
2017,11614,18147,125,51.4,1.0,6,4,2
2017,21450,11441,145,52.211827950049205,2.0,8,0,2
2019,23583,7107,145,56.72024420774482,2.0,11,0,2
2016,10771,20847,4,57.46840280833029,1.0,5,4,2
2014,8849,37825,102,54.35561955054663,1.7673164970266688,4,0,2
2019,16311,5494,149,45.78051671728014,1.0,2,4,2
2019,17492,1563,145,44.05228114057927,1.0,3,4,2
2014,10353,46455,185,48.80099895769696,2.0,13,0,2
2014,7419,33308,159,45.23196039213268,1.6,1,4,2
2017,11323,12898,125,52.955037726679656,1.2073383635572874,4,3,2
2013,10090,43886,200,46.07529105633363,2.0,13,0,2
2019,32072,1124,142,75.39982385155255,2.116038347058179,5,0,2
2016,15286,24876,125,55.49004041237897,2.0,15,0,2
2013,7345,29751,145,47.9,1.6,5,4,2
2015,9123,20957,116,52.15707952233736,1.5738829477157217,3,2,2
2018,17998,34750,145,52.3,2.0,8,0,2
2016,10946,5497,145,47.9,1.6,5,4,2
2017,11654,5647,21,57.202570524679764,1.0,5,4,2
2017,16595,31452,145,55.71838932089775,2.0,11,0,2
2014,7224,48237,160,44.74811639007097,1.6,5,4,2
2014,11331,44455,163,50.103345826596886,2.0,13,0,2
2017,11661,22587,137,49.09609174289069,1.1745385043264625,4,4,2
2019,22994,4782,147,46.078532821272056,2.0,10,0,2
2015,7348,49605,165,44.8,1.6,6,4,2
2018,16894,6413,145,48.7,1.0,5,4,2
2016,9771,10263,57,52.805750981307014,1.2159227508246906,3,4,2
2017,18919,19686,145,54.3,2.0,13,0,2
2019,23125,10040,145,39.27561575435749,2.0,13,0,2
2017,13479,10145,136,50.1054452701915,1.0,5,4,2
2016,12317,18946,17,56.60965209359704,1.0,5,4,2
2018,12999,13948,146,51.4,1.0,6,4,2
2016,16299,22768,145,52.32000864820239,2.0,13,0,2
2019,17482,1487,145,45.6,1.0,2,4,2
2017,20827,22019,145,49.00313724165603,2.0,4,0,2
2017,17966,27937,145,53.4535104995348,2.0,10,0,2
2014,8491,37642,163,48.61670883801401,1.88677516431835,0,1,2
2017,20577,36756,193,48.444617650983595,2.0,3,0,2
2017,11526,9240,159,45.38840328200965,1.4690314062100183,2,4,2
2016,9895,28469,0,59.233415902041614,1.0,5,4,2
2015,9661,19977,50,54.41272031862916,1.2012620213084189,5,4,2
2017,19251,6838,145,42.600660381842715,1.98800418018435,13,0,2
2014,8412,29019,165,44.680658411152706,1.6,4,4,2
2017,16445,31468,145,54.3,2.0,13,0,2
2019,32984,10442,145,32.96721505089664,2.8409506521397416,6,1,2
2017,27864,22972,546,24.82109695737455,4.837570046224441,14,3,2
2017,17661,16271,145,57.37757239800755,1.6654812610861354,13,0,2
2018,16911,8142,149,47.81165967461423,1.0,4,4,2
2015,9502,66626,78,59.38424946005614,2.0,8,0,2
2019,16353,7480,145,48.7,1.0,5,4,2
2017,12893,28405,141,54.7113381914537,1.1869719052062278,5,3,2
2015,7324,49631,165,44.8,1.6,6,4,2
2018,23777,3689,145,40.748827136651805,2.0,10,0,2
2017,10390,12412,10,56.89223639489172,1.0313086668646623,4,4,2
2018,19137,18239,150,56.56684510587607,1.7536037928395578,13,0,2
2019,19994,9509,145,46.78195525388664,2.0,13,0,2
2017,12000,3923,16,56.57728014947736,1.0687379500319985,5,4,2
2017,9999,38731,125,51.44370809885928,1.0009543253026045,6,3,2
2017,12998,9966,136,53.00717709168696,1.0,5,4,2
2017,10099,29834,151,61.1967372011263,1.544417839996182,6,1,2
2016,9474,10241,152,44.1,1.6,0,4,2
2018,23150,9575,146,46.164203585254384,2.0,6,0,2
2017,13430,10134,135,50.23633932351916,1.0,5,4,2
2017,19632,18747,147,54.3,2.0,13,0,2
2018,13499,7204,145,52.19365833390079,1.0,5,4,2
2014,7979,29207,163,44.36379885961691,1.6,2,4,2
2013,6040,44660,164,44.12211113940636,1.6,0,4,2
2018,13238,9263,150,51.4,1.0,6,4,2
2020,38681,992,145,22.845084892053713,5.0,15,4,2
2016,20995,20532,145,52.542895004695104,2.0,8,0,2
2017,12899,13943,147,51.4,1.0,6,4,2
2019,17683,2167,145,45.6,1.0,2,4,2
2019,23058,4753,148,38.7,2.0,13,0,2
2018,16276,9965,145,50.73598266222742,1.3635683325406114,7,2,2
2018,13940,2941,145,48.7,1.0,5,4,2
2017,17576,16288,145,56.996228013141994,1.706931737701957,13,0,2
2017,17363,29142,142,54.057857135184726,2.0,13,0,2
2016,12497,26633,141,68.77764310151325,1.6792973018989206,8,0,2
2018,27117,8292,145,48.60238197805438,2.0,6,0,2
2016,17257,47773,162,51.85057624785222,2.0,8,0,2
2016,16498,23200,145,57.43750192508626,1.658967182055841,13,0,2
2016,10499,16767,29,57.7,1.0,5,4,2
2017,17147,20443,145,57.72356319548395,1.6278735657082664,13,0,2
2014,8150,18107,158,44.50063231536739,1.6,5,4,2
2014,10038,43057,200,45.85412102268252,1.918025476554026,12,0,2
2019,24977,4657,145,42.33844301343069,2.0,13,0,2
2018,16967,8061,145,44.8364494613645,1.0,2,4,2
2016,11466,6508,116,51.81829586572198,1.0,5,4,2
2018,28905,3662,145,50.64008997841366,2.0,17,0,2
2018,18630,6690,149,57.5116825792623,1.4319452244736421,11,0,2
2019,38956,1256,145,22.1,5.0,15,4,2
2017,18457,14849,145,57.819500299632665,2.0,9,0,2
2016,9996,32433,98,56.23957035913898,1.1056674750903708,6,3,2
2016,14074,28321,139,55.00200930540145,2.0,13,0,2
2019,28878,3682,145,51.5533327748604,2.0,17,0,2
2017,18061,48010,150,50.52379996150724,2.0,7,0,2
2017,17923,30435,141,60.010418114058176,2.0,7,0,2
2016,10708,25011,163,44.8,1.5,2,4,2
2018,14919,4719,145,43.95635746600349,1.0978358651188402,1,4,2
2019,17378,5574,150,46.34307945426469,1.0,3,4,2
2016,9657,9039,158,44.594037899164896,1.6,0,4,2
2016,16503,23221,144,58.83276284835526,1.50509372360945,13,0,2
2017,19490,21017,145,51.38474332729139,2.0,17,0,2
2015,10360,42713,176,49.7942367437937,1.5179038225524484,9,1,2
2016,10780,13044,163,44.8,1.5726895497101596,4,4,2
2015,9442,25889,9,56.8977814247976,1.035391995964812,4,4,2
2016,16802,22762,137,53.290233499163335,2.0,15,0,2
2017,16636,19740,149,54.3,2.0,13,0,2
2017,12821,33453,145,54.12732703203288,1.08633648398356,5,3,2
2016,15791,34098,145,52.47835009590506,1.910824952047471,7,0,2
2017,12638,17248,56,56.800807767021745,1.3600538511347833,8,1,2
2017,22000,9639,145,54.14417611185403,2.0,12,0,2
2019,18075,10,150,45.26583457763798,1.0,2,4,2
2015,11606,42232,145,52.91876235129067,1.6906188243546667,10,1,2
2017,17556,14590,145,53.43586040543449,2.0,13,0,2
2014,8842,23464,65,52.09248413604798,1.2473904057625893,2,4,2
2019,17538,5,145,45.6,1.0,2,4,2
2017,22019,15547,168,48.53357218210599,2.0,3,0,2
2017,21492,35478,145,48.7,2.0,3,0,2
2017,24491,19427,163,47.9,2.0,3,0,2
2018,13948,3419,145,51.13374890639288,1.0,5,4,2
2016,10887,47118,137,54.35034863451155,1.3933798179348735,9,2,2
2019,16588,4688,145,48.53287405146198,1.0,4,4,2
2019,17429,3690,145,48.7,1.0,5,4,2
2017,11765,12521,130,50.35316732807583,1.0793055054488008,5,4,2
2017,12665,10676,145,53.62263861771912,1.0,5,4,2
2018,33925,4992,145,42.41407028199009,2.1628894577014863,17,0,2
2017,18015,23875,145,52.38168756262434,2.0,8,0,2
2017,17927,40164,145,53.624396843312454,2.0,11,0,2
2018,17606,32,145,46.53064280031139,1.0802278276130506,3,3,2
2018,20452,7249,145,51.05530651409367,2.0,17,0,2
2019,17599,1980,145,45.6,1.0,2,4,2
2019,17564,1608,145,45.6,1.0,2,4,2
2017,19396,29835,157,49.65176208661022,2.0,6,0,2
2017,20668,26267,145,51.04381213178607,2.0,6,0,2
2016,11927,35350,149,72.16857984152317,1.5371327553741607,6,0,2
2017,19413,19079,147,54.3,2.0,13,0,2
2019,14451,7331,145,48.7,1.0,5,4,2
2016,10295,29722,53,53.37843316359268,1.1675025905584233,3,4,2
2019,30233,7770,145,37.2,2.0,3,0,2
2016,11825,15526,91,55.86743698714052,1.3490185146203535,6,2,2
2019,28493,3895,145,54.3,2.0,8,0,2
2019,17511,8,145,47.96824701860933,1.0,4,4,2
2018,23277,15604,148,40.949000649860004,2.0,10,0,2
2017,13507,49828,149,54.20087490647789,2.0,13,0,2
2017,12142,17418,24,62.02484363504942,1.5,4,0,2
2017,18626,33069,148,53.4452425525493,2.0,14,0,2
2016,20654,28758,194,48.411938253100416,2.0,5,0,2
2016,20581,20230,185,48.18180874446247,2.0,3,0,2
2019,41294,700,146,22.24706501914611,5.0,15,4,2
2016,10223,16438,0,57.7,1.0,5,4,2
2013,8771,23933,162,50.09405084066061,1.9510481345056976,1,0,2
2017,19913,28288,145,53.66899198101033,2.0,11,0,2
2017,12801,33468,145,54.08174184855014,1.1091290757249286,5,3,2
2017,19878,27793,145,51.342249281517084,2.0,6,0,2
2015,11305,32932,148,51.95030423303649,1.6114491478183224,10,1,2
2017,14829,14306,145,50.69535447602688,1.097811493922886,4,3,2
2016,11111,939,62,52.55717672700092,1.2268892620440772,3,4,2
2019,23857,8154,145,38.7,2.0,13,0,2
2016,10106,6898,147,47.18755969620801,1.6,4,4,2
2015,10501,71608,132,57.84968134271409,2.0,14,0,2
2018,28004,5498,145,40.1877811693819,2.121134327182483,7,1,2
2016,8896,62060,160,44.721551521700164,1.5112069254714053,2,4,2
2015,10190,46525,180,47.923223926442304,1.5994441506133956,10,1,2
2019,18155,2482,145,46.74642138222264,1.0,3,4,2
2013,6995,32810,160,44.1,1.6,3,4,2
2016,10772,25061,151,46.549747406999956,1.5,1,3,2
2014,7302,34295,160,48.611712304630046,1.8472171125824683,0,1,2
2017,11424,19183,0,57.7,1.0,5,4,2
2018,12223,14050,145,54.3,1.0,5,4,2
2019,17480,3702,145,48.7,1.0,5,4,2
2013,7188,16904,163,44.58295336381032,1.6,0,4,2
2018,13840,12880,149,53.82815332766584,1.0,5,4,2
2015,10993,45014,181,53.44342721805939,1.819275870551627,10,0,2
2017,21775,18309,182,46.07835937500916,2.0,6,0,2
2017,12459,3925,0,57.7,1.0,5,4,2
2014,7697,29319,160,44.8,1.6,6,4,2
2017,17635,31172,148,53.88432152410716,2.0,11,0,2
2017,12186,17911,80,53.63510315812903,1.0,5,4,2
2016,12792,52064,145,52.3,2.0,13,0,2
2018,15978,20421,149,57.873785635282246,1.4496953742785417,12,0,2
2018,19352,13912,145,58.27679430219293,1.5146982475897892,13,0,2
2018,19331,32090,148,52.3,2.0,8,0,2
2014,9243,28187,56,53.1740505577862,1.1754243969850309,3,4,2
2017,12987,27720,129,57.81877279654973,1.7649506079455937,11,0,2
2017,11990,14360,143,49.10176719716879,1.0,2,4,2
2019,26873,3122,145,44.52989747299535,2.0,11,0,2
2013,7040,23753,157,44.71767150123566,1.6,0,4,2
2017,12369,10699,96,60.97372047559126,1.1668430118897815,5,2,2
2016,16304,26951,136,53.42015439295316,2.0,15,0,2
2019,25530,3183,145,49.14551127153295,2.0,13,0,2
2017,22610,12761,150,48.97766155981161,2.0,4,0,2
2017,19306,29566,150,49.46475732778752,2.0,7,0,2
2015,9084,20822,152,47.26130130626517,1.6,5,4,2
2016,12398,19235,61,56.25431248757248,1.0,5,4,2
2017,19998,22293,150,53.91269585035291,2.0,12,0,2
2017,25134,24509,302,39.019902407694985,3.0918152777424197,7,1,2
2017,11998,17633,47,60.82208938041943,1.3680503664226338,2,1,2
2017,19046,18022,149,58.68244763164863,1.5236469965599313,13,0,2
2016,10433,24379,30,58.9,1.5,9,0,2
2017,17583,17981,145,54.86646422449856,1.9384278016849392,13,0,2
2017,21816,28636,154,49.428533030173604,2.0,9,0,2
2019,17341,1414,148,47.00664759698511,1.0,5,4,2
2017,17913,30678,145,60.17125071651649,2.0,7,0,2
2019,23896,8092,145,42.42529874013249,2.0,11,0,2
2017,19101,14046,145,57.62286758861173,1.63881874036829,13,0,2
2015,15110,56387,157,51.749192631296744,2.0,16,0,2
2016,21733,11015,145,52.3,2.0,8,0,2
2016,18854,29037,132,51.75921869789221,2.0,14,0,2
2018,16954,8132,147,45.996363180803186,1.0,3,4,2
2017,13558,11228,59,65.21784462618704,1.301699664327228,6,1,2
2016,10942,11371,152,49.751160399469484,1.2394126105542378,3,4,2
2016,16498,23162,145,55.029033503264095,1.920757227906076,13,0,2
2019,23619,3362,145,40.873333344944676,2.0,13,0,2
2017,18476,22247,148,52.94718508745361,2.0,16,0,2
2016,9417,19456,145,47.9,1.6,5,4,2
2016,10919,13209,154,54.2334743092329,1.1612337530589347,5,4,2
2018,24623,12857,145,46.63721306022033,2.0,4,0,2
2019,23066,10911,145,38.7,2.0,13,0,2
2017,27894,8837,420,31.537445997807456,3.942441316077966,12,2,2
2017,14998,21466,127,57.36043428013955,1.5578784105210695,13,0,2
2013,6764,33119,160,44.1,1.6,0,4,2
2015,8658,37470,162,47.12626265813911,1.7921436608342296,0,2,2
2019,16392,5735,145,39.46734650971313,1.3846938954286196,1,4,2
2016,19991,22469,148,52.95722967939228,2.0,10,0,2
2018,16627,10657,145,54.283873793140046,1.2737193035852963,9,1,2
2019,23486,10096,149,42.01968602567168,2.0,13,0,2
2018,13850,11317,146,53.46387849876143,1.0,5,4,2
2018,19078,8971,145,58.9,1.539664988467885,13,0,2
2017,10984,11333,145,51.96768495546936,1.1371950026194493,3,4,2
2017,12176,16150,146,51.4,1.0,6,4,2
2019,19646,2728,145,42.117620688144214,2.0,13,0,2
2019,16945,3881,148,48.7,1.0,4,4,2
2017,17799,29833,140,56.33806863456021,2.0,15,0,2
2016,8477,36347,126,51.14170634656762,1.021229615350607,5,4,2
2014,8452,30893,161,44.8,1.6,6,4,2
2017,12778,10156,145,51.64322787276015,1.0,5,4,2
2016,10214,16392,0,57.7,1.0,5,4,2
2017,12558,12201,127,51.07187074232935,1.0,5,4,2
2017,20824,20685,163,52.10443753410259,2.0,9,0,2
2014,7556,33268,162,44.1,1.6,0,4,2
2014,9122,34376,56,53.887034316061246,1.2334468786084953,5,4,2
2017,16227,25091,147,54.3,2.0,13,0,2
2016,16905,23051,128,53.540082856761174,1.9060543290332443,17,0,2
2019,29999,14221,145,37.2,2.0,3,0,2
2014,7330,40480,146,47.9,1.6,5,4,2
2018,15734,6820,150,47.53380012583591,1.0,3,4,2
2016,9996,32428,101,55.78470148112639,1.095735840199266,6,3,2
2019,32453,1494,145,37.2,2.0,3,0,2
2017,13461,10141,136,50.15298981057601,1.0,5,4,2
2017,27945,24801,574,23.5,5.0,15,4,2
2018,15336,3123,146,48.7,1.0,4,4,2
2013,8069,23078,131,48.800440888298574,1.5448709660225364,5,4,2
2016,15867,25194,146,54.73516124878155,2.0,13,0,2
2015,9704,34022,160,44.67610929563909,1.6,4,4,2
2017,20955,36476,187,48.07883477733929,2.0,3,0,2
2018,13084,9051,146,49.49124426586277,1.0,5,4,2
2017,19261,25910,148,52.3,2.0,8,0,2
2016,10795,2994,160,44.8,1.5877576863792413,5,4,2
2014,9700,30015,163,48.90214199278132,1.8930101423415227,2,1,2
2018,19440,13788,145,55.47181809345557,1.580853346852463,13,0,2
2017,11995,10796,144,51.4011335146587,1.0,5,4,2
2017,17244,16356,145,55.49774395880872,1.8698104392599217,13,0,2
2018,15059,15101,146,46.3817525402622,1.0,2,4,2
2016,10797,13115,160,47.962483317459956,1.4002642115288446,5,4,2
2019,31736,7034,145,37.2,2.0,3,0,2
2018,13658,30103,145,53.007070411928666,1.8293301748403534,11,0,2
2019,15995,4234,149,45.62805013836191,1.0,2,4,2
2016,9231,27197,0,57.7,1.0,5,4,2
2016,10369,9516,62,61.98183166471297,1.3293716665163822,2,1,2
2015,10264,13585,160,44.8,1.6,6,4,2
2017,21833,18201,163,50.82694681982551,2.0,12,0,2
2014,9396,11834,144,47.991264988022714,1.58435457348182,5,4,2
2016,16930,23031,127,52.57710068513713,2.0,17,0,2
2019,16330,8333,145,48.7,1.0,5,4,2
2016,10486,23855,146,45.92207295477548,1.4565088002025006,2,4,2
2018,12524,19961,145,54.3,1.0,5,4,2
2017,11376,18107,131,52.1446761744923,1.0,5,4,2
2017,18039,40758,145,52.3,2.0,8,0,2
2018,12049,13526,145,54.3,1.0,5,4,2
2017,23355,24764,185,47.9,2.0,3,0,2
2014,7282,47239,160,44.38794892832218,1.6,2,4,2
2017,11507,1512,159,45.97766979326856,1.4211743054029942,1,4,2
2017,15876,22878,147,56.79022688211609,1.7293231649873815,13,0,2
2017,12925,2125,148,60.95347278929334,1.395273315783656,1,0,2
