year,price,mileage,tax,mpg,engineSize,model,fuelType,transmission
2018,15990,9486,145,56.6,1.5,10,0,0
2018,10990,28138,145,56.5,1.0,5,4,1
2019,18489,10351,145,54.3,1.5,13,0,1
2017,9489,29500,145,52.3,1.0,2,4,1
2017,9795,4162,0,78.5,1.5,5,0,1
2017,15995,23237,125,60.1,2.0,13,0,1
2019,18495,7959,145,38.2,2.0,13,0,1
2018,11995,10553,145,74.3,1.5,6,0,1
2018,9998,23112,145,65.7,1.0,5,4,1
2019,14998,7953,145,60.1,1.0,5,4,1
2015,8000,14422,125,54.3,1.2,5,4,1
2017,18498,21183,145,61.4,2.0,6,0,2
2016,7998,21446,125,54.3,1.2,5,4,1
2019,12498,7941,145,58.9,1.0,5,4,1
2016,8498,45256,20,60.1,1.0,6,4,1
2013,5298,54545,0,65.7,1.0,5,4,1
2017,9998,28761,20,60.1,1.0,6,4,1
2014,7498,31343,30,55.4,1.0,1,4,1
2017,15998,24896,125,60.1,2.0,13,0,1
2017,16998,45854,150,41.5,2.0,6,4,1
2017,8698,18775,125,54.3,1.2,5,4,1
2019,15998,10386,145,49.6,1.0,6,4,1
2017,8998,20507,125,54.3,1.2,5,4,1
2017,9998,32384,125,51.4,1.0,6,4,2
2019,10698,10786,145,55.4,1.1,5,4,1
2020,20450,1196,150,38.2,2.0,13,0,1
2017,11495,39254,150,68.9,1.5,1,0,1
2017,9750,30157,20,68.9,1.5,1,0,1
2019,18495,11859,145,54.3,1.5,13,0,1
2019,14950,9693,145,57.7,1.5,9,0,1
2018,17295,11723,145,64.2,1.5,13,0,1
2019,16250,11027,145,74.3,1.5,6,0,1
2015,4998,28322,30,57.7,1.2,11,4,1
2017,8698,23833,0,65.7,1.0,5,4,1
2017,11298,13775,145,65.7,1.0,5,4,1
2017,10898,14050,145,60.1,1.0,6,4,1
2014,11698,34088,160,47.9,2.0,13,0,1
2014,5998,52565,30,55.4,1.0,0,4,1
2017,9998,16517,145,47.9,1.6,5,4,2
2019,19998,4605,145,61.4,1.5,20,0,1
2019,14998,12078,145,58.9,1.0,6,4,1
2014,6998,45460,125,60.1,1.6,9,0,1
2016,10498,24963,160,44.8,1.5,2,4,2
2015,12298,51103,240,39.2,2.0,6,4,1
2015,9498,63863,145,54.3,2.0,13,0,1
2016,11990,55145,145,52.3,2.0,13,0,2
2017,7490,28842,0,65.7,1.0,5,4,1
2019,13698,11060,145,58.9,1.0,5,4,1
2017,10498,39539,20,60.1,1.0,6,4,1
2017,10798,3652,165,44.8,1.5,2,4,2
2017,15998,29667,125,60.1,2.0,13,0,1
2016,8998,49080,0,74.3,1.5,6,0,1
2015,9298,61787,125,60.1,2.0,13,0,1
2017,10698,29886,30,64.2,1.5,9,0,1
2017,17498,31098,150,54.3,2.0,13,0,2
2017,13998,15860,150,54.3,2.0,13,0,1
2019,14998,8263,145,60.1,1.0,5,4,1
2015,8298,13118,0,65.7,1.0,5,4,1
2016,9698,19256,0,65.7,1.0,5,4,1
2017,7798,11085,125,54.3,1.2,5,4,1
2018,13498,10150,145,58.9,1.0,6,4,1
2016,9690,46176,0,74.3,1.5,6,0,1
2017,16498,18506,20,67.3,2.0,6,0,1
2017,11495,11476,145,65.7,1.0,5,4,1
2015,8000,29681,160,44.8,1.5,2,4,1
2015,11400,51581,125,57.7,2.0,14,0,2
2017,8250,32994,145,64.2,1.1,5,4,1
2019,10998,12320,145,58.9,1.0,5,4,1
2018,12998,3956,145,53.3,1.0,2,4,1
2014,6698,39002,0,65.7,1.0,5,4,1
2018,15998,10087,145,64.2,1.5,13,0,1
2014,6498,21284,30,54.3,1.2,5,4,1
2017,12998,17307,145,74.3,1.5,6,0,1
2017,18998,10222,145,41.5,2.0,6,4,1
2015,8498,10801,125,54.3,1.2,5,4,1
2015,6998,42477,30,54.3,1.2,5,4,1
2013,9498,64718,205,45.6,2.0,13,0,2
2019,11698,3484,150,48.7,1.1,5,4,1
2019,19300,2958,145,70.6,2.0,6,0,1
2017,16890,23365,145,41.5,2.0,6,4,1
2016,9420,34214,0,74.3,1.5,6,0,1
2019,15390,5341,145,60.1,1.0,6,4,1
2019,15370,6736,145,60.1,1.0,6,4,1
2015,9230,27412,0,74.3,1.5,6,0,1
2017,6990,11203,145,57.7,1.2,12,4,1
2017,15591,45400,20,67.3,2.0,6,0,1
2018,12891,16156,145,54.3,1.0,2,4,1
2017,10447,8337,145,54.3,1.0,5,4,0
2014,8998,71854,145,53.3,2.0,13,0,1
2013,5998,37058,30,55.4,1.0,0,4,1
2017,11998,28497,145,74.3,1.5,6,0,1
2014,4298,30658,30,57.7,1.2,11,4,1
2015,7498,36462,20,60.1,1.0,6,4,1
2013,7998,22125,150,47.9,1.6,5,4,2
2016,9498,18154,20,60.1,1.0,6,4,1
2017,19498,23270,145,54.3,2.0,13,0,2
2015,13698,34332,145,54.3,2.0,13,0,1
2015,11498,44123,145,52.3,2.0,13,0,2
2017,20498,29326,200,47.9,2.0,3,0,1
2018,16998,13737,145,64.2,1.5,13,0,1
2015,8998,32492,0,74.3,1.5,6,0,1
2018,18998,16312,145,67.3,2.0,6,0,1
2019,13898,14698,145,58.9,1.0,5,4,1
2019,13498,20388,145,58.9,1.0,5,4,1
2017,11998,8966,145,65.7,1.0,5,4,1
2015,8298,56282,20,67.3,1.6,6,0,1
2017,11698,12124,30,64.2,1.5,9,0,1
2019,14998,8389,145,60.1,1.0,5,4,1
2019,17498,11022,145,51.4,1.0,6,4,0
2019,17498,7359,145,74.3,1.5,6,0,1
2019,16998,8657,145,74.3,1.5,6,0,1
2017,10498,19534,20,68.9,1.5,1,0,1
2018,15698,921,145,49.6,1.0,5,4,0
2015,6998,48938,0,78.5,1.5,5,0,1
2017,15498,7431,125,60.1,2.0,13,0,1
2015,8498,31974,20,61.4,1.0,6,4,1
2015,7998,17786,160,44.8,1.5,2,4,1
2014,4698,52627,30,54.3,1.2,5,4,1
2019,11998,10970,145,58.9,1.0,5,4,1
2013,10998,32347,200,47.9,2.0,13,0,1
2016,8998,51324,0,74.3,1.5,6,0,1
2017,9298,6213,125,54.3,1.2,5,4,1
2016,10998,27639,30,55.4,1.0,1,4,1
2013,5298,64628,30,54.3,1.2,5,4,1
2016,14498,16501,20,67.3,2.0,6,0,1
2015,6798,37313,0,65.7,1.0,5,4,1
2014,6998,33154,30,54.3,1.2,5,4,1
2017,9798,13163,145,55.4,1.0,0,4,1
2017,9798,17593,125,52.3,1.0,2,4,1
2015,9698,13391,20,61.4,1.0,6,4,1
2017,9498,31877,20,68.9,1.5,1,0,1
2019,11798,13783,145,58.9,1.0,5,4,1
2019,11698,18115,145,58.9,1.0,5,4,1
2017,9998,34980,30,55.4,1.0,1,4,1
2015,9698,30149,0,74.3,1.5,6,0,1
2017,12698,9484,0,74.3,1.5,6,0,1
2017,10498,18250,20,68.9,1.5,1,0,1
2014,7798,15412,0,65.7,1.0,5,4,1
2019,19798,4797,145,64.2,2.0,6,0,0
2019,19998,2451,145,64.2,2.0,6,0,0
2017,16498,23224,145,58.9,1.5,13,0,2
2019,19998,6879,145,51.4,2.0,6,0,0
2014,9298,45543,145,53.3,2.0,13,0,1
2019,18298,2840,145,74.3,1.5,6,0,0
2018,10998,10970,145,58.9,1.0,5,4,1
2017,13498,8913,145,54.3,1.0,9,4,1
2017,12698,14876,125,51.4,1.0,6,4,2
2019,14998,3002,145,60.1,1.0,5,4,1
2018,20998,5757,145,41.5,2.0,6,4,1
2016,8998,12163,125,54.3,1.2,5,4,1
2019,14998,5721,145,60.1,1.0,5,4,1
2016,9998,27193,0,74.3,1.5,6,0,1
2018,15998,11460,145,54.3,1.5,13,0,1
2016,11298,66732,125,57.7,2.0,14,0,2
2017,15998,16290,20,67.3,2.0,6,0,1
2016,14498,32263,200,41.5,2.0,6,4,1
2018,10998,16353,145,65.7,1.0,5,4,1
2019,18998,11738,145,64.2,2.0,6,0,0
2015,7498,23764,125,54.3,1.2,5,4,1
2016,12998,41484,20,67.3,2.0,6,0,1
2017,10798,20241,145,65.7,1.0,5,4,1
2013,4198,45880,30,57.7,1.2,11,4,1
2019,16998,6092,145,49.6,1.0,6,4,1
2017,18998,11913,145,41.5,2.0,6,4,1
2018,19498,19382,145,41.5,2.0,6,4,1
2017,11698,10500,0,65.7,1.0,5,4,1
2015,9498,24717,20,60.1,1.0,6,4,1
2019,11498,6158,150,48.7,1.1,5,4,1
2017,10998,2360,150,65.7,1.0,5,4,1
2019,16998,19322,150,60.1,1.0,6,4,1
2016,16998,18480,150,54.3,2.0,13,0,1
2014,9298,52681,145,53.3,2.0,13,0,1
2014,6998,29095,30,54.3,1.2,5,4,1
2016,12698,7906,0,74.3,1.5,6,0,1
2015,9498,22420,0,74.3,1.5,6,0,1
2015,9798,18733,0,74.3,1.5,6,0,1
2017,11298,23358,20,62.8,1.0,5,4,1
2016,8998,34769,125,53.3,1.0,2,4,1
2017,12998,16300,160,45.6,1.5,13,4,1
2016,16798,15646,20,67.3,2.0,6,0,1
2016,9998,17330,20,68.9,1.5,1,0,1
2016,8198,23771,0,65.7,1.0,5,4,1
2017,10698,6991,145,65.7,1.0,5,4,1
2017,10698,11469,20,61.4,1.0,6,4,1
2013,4998,54323,30,54.3,1.2,5,4,1
2018,29998,20847,145,20.9,5.0,15,4,1
2014,5998,62855,20,67.3,1.6,6,0,1
2019,16498,2936,145,60.1,1.0,6,4,1
2016,7498,41271,0,88.3,1.5,5,0,1
2017,10498,24741,20,60.1,1.0,6,4,1
2018,16298,10703,145,56.6,1.5,10,0,0
2017,13298,11563,30,64.2,1.5,13,0,1
2017,10498,29684,30,64.2,1.5,9,0,1
2016,7298,20809,125,54.3,1.2,5,4,1
2018,11998,10320,145,56.5,1.0,5,4,1
2018,15498,14579,145,60.1,1.0,6,4,1
2017,7798,12392,145,57.7,1.2,12,4,1
2018,10698,7541,145,55.4,1.1,5,4,1
2017,11498,6368,30,64.2,1.5,9,0,1
2019,14698,10032,145,58.9,1.0,5,4,1
2019,14698,8438,145,58.9,1.0,5,4,1
2018,11498,27277,145,74.3,1.5,6,0,1
2016,8998,19882,0,65.7,1.0,5,4,1
2019,13998,6432,145,58.9,1.0,5,4,1
2015,7498,55312,20,67.3,1.6,6,0,1
2013,5998,51348,0,65.7,1.0,5,4,1
2016,11998,29964,30,65.7,2.0,14,0,1
2019,19498,9420,145,39.2,1.5,13,4,1
2017,9591,21236,145,52.3,1.0,2,4,1
2019,15450,5731,145,60.1,1.0,5,4,1
2016,7991,53922,20,60.1,1.0,6,4,1
2014,6150,31064,30,54.3,1.2,5,4,1
2018,7542,9880,145,57.7,1.2,12,4,1
2015,7324,27128,0,65.7,1.0,5,4,1
2016,11498,59601,125,57.7,2.0,14,0,2
2016,8998,11813,0,78.5,1.5,5,0,1
2016,8998,30557,125,53.3,1.0,2,4,1
2018,11498,25464,145,60.1,1.0,6,4,1
2019,16498,13699,145,74.3,1.5,6,0,1
2019,14798,12558,145,58.9,1.0,6,4,1
2019,13798,9847,145,58.9,1.0,5,4,1
2017,10998,14653,0,74.3,1.5,6,0,1
2017,11298,2666,20,61.4,1.0,6,4,1
2019,15998,9694,145,64.2,2.0,6,0,0
2019,14998,7995,145,60.1,1.0,5,4,1
2016,7498,48010,30,64.2,1.5,2,0,1
2013,6498,33155,160,44.1,1.6,0,4,2
2016,6998,49010,0,78.5,1.5,5,0,1
2017,11798,15417,0,74.3,1.5,6,0,1
2018,12998,9917,145,54.3,1.0,5,4,2
2018,10998,16658,145,65.7,1.0,5,4,1
2017,10498,28732,145,61.4,1.0,6,4,1
2018,13498,12619,145,51.4,1.0,6,4,2
2018,12998,17096,145,58.9,1.0,5,4,1
2019,10298,23309,145,55.4,1.1,5,4,1
2019,12698,7942,145,56.5,1.0,5,4,1
2017,16498,24956,145,54.3,2.0,13,0,2
2013,6998,15268,30,54.3,1.2,5,4,1
2019,11698,14337,145,58.9,1.0,5,4,1
2019,13998,17218,145,58.9,1.0,5,4,1
2017,16798,18215,145,41.5,2.0,6,4,1
2019,11998,9501,145,58.9,1.0,5,4,1
2019,13498,10248,145,58.9,1.0,5,4,1
2015,8498,47182,30,64.2,1.5,9,0,1
2017,10998,19690,150,65.7,1.0,5,4,1
2017,11998,8308,0,74.3,1.5,6,0,1
2017,12698,13588,0,74.3,1.5,6,0,1
2019,18998,2411,150,42.8,1.0,6,4,0
2015,6798,30299,125,54.3,1.2,5,4,1
2015,9698,37203,125,60.1,2.0,13,0,1
2019,17498,11184,145,60.1,1.0,6,4,1
2013,5998,50052,30,54.3,1.2,5,4,1
2017,8498,6721,125,54.3,1.2,5,4,1
2018,20498,10249,145,41.5,2.0,6,4,1
2016,9598,20340,0,74.3,1.5,6,0,1
2019,13898,7845,145,58.9,1.0,5,4,1
2014,8298,32541,20,67.3,1.6,6,0,1
2016,10298,34211,20,60.1,1.0,6,4,1
2018,13998,9328,145,58.9,1.0,6,4,1
2016,11798,15075,150,52.3,2.0,13,0,2
2017,10598,11544,145,65.7,1.0,5,4,1
2017,11998,10474,0,74.3,1.5,6,0,1
2019,25498,4813,145,34.5,2.3,6,4,1
2019,11998,14358,145,58.9,1.0,5,4,1
2019,13998,7512,145,58.9,1.0,5,4,1
2017,17298,16346,145,41.5,2.0,6,4,1
2015,7498,34362,125,54.3,1.2,5,4,1
2019,11798,12286,145,58.9,1.0,5,4,1
2019,11798,14068,145,58.9,1.0,5,4,1
2018,10698,14523,145,65.7,1.0,5,4,1
2013,6298,37966,30,56.5,1.0,6,4,1
2015,6998,76588,0,74.3,1.5,6,0,1
2016,7698,40480,0,65.7,1.0,5,4,1
2017,10698,23494,150,62.8,1.0,5,4,1
2018,9998,8608,145,55.4,1.1,5,4,1
2017,16498,33758,125,56.5,2.0,18,0,1
2017,15500,30878,145,60.1,2.0,13,0,1
2015,7900,26000,160,44.8,1.5,2,4,1
2018,10998,22410,145,56.5,1.0,5,4,1
2015,7498,25506,0,65.7,1.0,5,4,1
2017,10498,22788,145,65.7,1.0,5,4,1
2018,10998,21955,145,56.5,1.0,5,4,1
2019,14998,8783,145,55.4,1.0,5,4,1
2014,5998,43539,30,54.3,1.2,5,4,1
2016,10420,18913,20,60.1,1.0,6,4,1
2017,17630,25526,145,41.5,2.0,6,4,1
2013,6698,27783,0,76.4,1.5,5,0,1
2017,16998,19170,145,60.1,2.0,13,0,1
2014,6495,54249,30,54.3,1.2,5,4,1
2019,18995,4274,145,37.2,2.0,13,0,2
2015,9498,65151,145,54.3,2.0,13,0,1
2013,6498,45536,30,62.8,1.6,1,0,1
2017,11998,18978,0,74.3,1.5,6,0,2
2019,11498,14132,145,58.9,1.0,5,4,1
2014,9498,59114,200,47.9,2.0,13,0,1
2017,6999,11504,145,57.7,1.2,12,4,1
2016,6950,27098,125,54.3,1.2,5,4,1
2016,7995,31146,30,64.2,1.5,2,0,1
2017,7695,12868,125,54.3,1.2,5,4,1
2018,11795,32356,145,64.2,1.5,2,0,1
2014,5698,52395,30,54.3,1.2,5,4,1
2014,6698,45067,0,65.7,1.0,5,4,1
2016,7998,21715,125,54.3,1.2,5,4,1
2017,7998,5668,145,57.7,1.2,12,4,1
2017,15998,26663,145,54.3,2.0,13,0,2
2017,9498,35850,20,61.4,1.0,6,4,1
2015,6498,39167,0,65.7,1.0,5,4,1
2015,8998,61270,145,54.3,2.0,13,0,1
2015,7798,35901,160,44.1,1.6,1,4,1
2016,10698,64351,30,62.8,2.0,14,0,1
2017,8498,21302,125,54.3,1.2,5,4,1
2013,9798,39432,145,53.3,2.0,13,0,1
2015,6498,46857,125,54.3,1.2,5,4,1
2017,7998,6276,145,57.7,1.2,12,4,1
2013,8798,50216,145,53.3,2.0,13,0,1
2017,15798,27532,145,67.3,2.0,6,0,1
2018,9698,11783,150,64.2,1.1,5,4,1
2018,14000,12090,145,58.9,1.0,6,4,1
2018,13998,18980,145,52.3,1.0,2,4,1
2018,11250,15634,145,60.1,1.0,5,4,1
2015,8326,25604,0,65.7,1.0,5,4,1
2014,6672,29123,30,54.3,1.2,5,4,1
2017,7800,3194,150,57.7,1.2,12,4,1
2016,9000,19130,20,61.4,1.0,6,4,1
2018,12993,19135,145,57.7,1.0,6,4,1
2017,8742,38275,125,52.3,1.0,2,4,1
2013,6477,41250,30,56.5,1.0,6,4,1
2019,20998,100,150,35.3,1.5,13,4,1
2016,10298,18016,0,65.7,1.0,5,4,1
2017,8498,14110,150,54.3,1.2,5,4,1
2015,9000,52180,125,60.1,2.0,13,0,1
2019,18300,12587,145,35.3,1.5,13,4,1
2019,18700,7536,145,54.3,1.5,13,0,1
2017,7800,29543,125,54.3,1.2,5,4,1
2018,8150,9763,145,57.7,1.2,12,4,1
2018,12700,17299,145,61.4,1.0,5,4,1
2017,9300,11474,145,64.2,1.1,5,4,1
2017,7100,17750,145,57.7,1.2,12,4,1
2017,9798,39763,0,74.3,1.5,6,0,1
2017,9498,15750,145,44.8,1.5,2,4,1
2017,8998,13684,125,54.3,1.2,5,4,1
2016,10798,22904,0,74.3,1.5,6,0,1
2017,10498,35853,30,64.2,1.5,9,0,1
2016,8998,36488,20,62.8,1.0,5,4,1
2016,9998,65249,125,57.7,2.0,14,0,2
2019,17870,6618,145,45.6,1.5,13,0,1
2019,16640,7864,145,60.1,1.0,6,4,1
2020,20991,910,145,50.4,1.0,16,4,1
2018,9491,19272,145,64.2,1.1,5,4,1
2018,10700,28313,145,60.1,1.0,6,4,1
2018,10550,4723,145,55.4,1.0,0,4,1
2018,11000,11817,145,60.1,1.0,6,4,1
2019,18391,12821,145,50.4,1.0,6,4,0
2017,9157,14330,0,65.7,1.0,5,4,1
2017,10930,6471,20,61.4,1.0,6,4,1
2017,8000,20901,145,54.3,1.2,5,4,1
2018,10950,14415,145,65.7,1.0,5,4,1
2013,5200,50501,0,65.7,1.0,5,4,1
2018,13400,8271,145,60.1,1.0,6,4,1
2018,8000,6334,145,57.7,1.2,12,4,1
2017,9350,10228,145,64.2,1.1,5,4,1
2017,8500,17812,145,54.3,1.2,5,4,1
2016,11500,72085,20,67.3,2.0,6,0,1
2018,9650,29163,145,65.7,1.0,5,4,1
2017,16750,32879,145,54.3,2.0,13,0,1
2019,16998,15888,145,60.1,1.0,6,4,1
2016,7498,33631,125,54.3,1.2,5,4,1
2018,10498,7654,150,55.4,1.1,5,4,1
2016,9698,21169,125,53.3,1.0,2,4,1
2015,13998,28126,145,54.3,2.0,13,0,1
2017,10498,22125,0,65.7,1.0,5,4,1
2016,8798,47577,0,74.3,1.5,6,0,1
2017,11698,17750,0,74.3,1.5,6,0,1
2018,12998,15448,145,57.7,1.0,6,4,1
2019,13998,16879,150,58.9,1.0,6,4,1
2018,12500,33095,145,65.7,1.0,5,4,1
2017,11700,18524,20,60.1,1.0,6,4,1
2018,12500,33268,145,65.7,1.0,5,4,1
2018,9500,21857,145,64.2,1.1,5,4,1
2018,10000,21763,145,65.7,1.0,5,4,1
2017,11450,23319,145,60.1,1.0,6,4,1
2017,7500,10282,30,57.7,1.2,12,4,1
2017,11450,24521,20,60.1,1.0,6,4,1
2020,18000,5,145,55.4,1.0,5,4,1
2017,7700,7062,145,57.7,1.2,12,4,1
2018,11800,17312,145,60.1,1.0,6,4,1
2015,7850,19810,30,54.3,1.2,5,4,1
2019,18750,6157,145,54.3,1.5,13,0,1
2017,9750,9576,145,64.2,1.1,5,4,1
2018,12500,9963,145,54.3,1.0,2,4,1
2018,11500,16093,145,65.7,1.0,5,4,1
2017,10800,36050,145,60.1,1.0,6,4,1
2016,11998,28989,30,64.2,1.5,13,0,1
2019,17750,10785,145,34.4,1.5,13,4,1
2019,17500,14154,145,38.2,2.0,13,0,1
2018,13750,16025,145,54.3,1.0,2,4,1
2017,10400,13275,145,60.1,1.0,6,4,1
2017,15995,22894,145,64.2,1.5,13,0,1
2014,9650,63348,145,53.3,2.0,13,0,1
2016,8600,32408,0,65.7,1.0,5,4,1
2016,13500,36638,20,67.3,2.0,6,0,1
2018,11500,10051,145,60.1,1.0,6,4,1
2018,11650,7680,145,60.1,1.0,6,4,1
2017,7750,22499,145,57.7,1.2,12,4,1
2017,9000,15378,0,65.7,1.0,5,4,1
2017,11298,11806,0,65.7,1.0,5,4,1
2014,5698,70745,20,60.1,1.0,6,4,1
2014,5298,69323,0,76.4,1.5,5,0,1
2013,6498,40491,150,47.9,1.6,5,4,2
2017,13500,9374,145,64.2,1.5,13,0,1
2018,11500,23239,145,65.7,1.0,5,4,1
2019,10000,3914,145,47.9,1.2,12,4,1
2018,12598,22162,150,57.7,1.0,6,4,1
2015,9498,29901,0,74.3,1.5,6,0,1
2019,16498,14645,150,60.1,1.0,6,4,1
2018,10998,25642,145,65.7,1.0,5,4,1
2017,9498,8552,125,54.3,1.2,5,4,1
2016,10498,17685,0,74.3,1.5,6,0,1
2017,12998,6318,160,45.6,1.5,13,4,1
2019,16498,5955,145,51.4,1.0,6,4,0
2019,18498,6096,145,64.2,2.0,6,0,0
2017,10498,26029,0,74.3,1.5,6,0,1
2017,8500,27400,150,53.3,1.0,2,4,1
2017,11500,12061,145,78.5,1.5,5,0,1
2018,11450,15220,145,65.7,1.0,5,4,1
2018,12850,19225,145,54.3,1.0,2,4,1
2019,25500,3011,145,34.5,2.3,6,4,1
2019,25500,6338,145,34.5,2.3,6,4,1
2016,9000,36565,0,74.3,1.5,6,0,1
2015,12000,28676,125,60.1,2.0,13,0,1
2016,10250,23256,125,51.4,1.5,6,4,1
2017,9000,19869,145,78.5,1.5,5,0,1
2017,9998,28761,0,74.3,1.5,6,0,1
2017,12198,25966,30,64.2,1.5,13,0,1
2015,12298,33749,125,60.1,2.0,13,0,1
2014,6498,34744,30,55.4,1.0,0,4,1
2017,14000,43000,150,41.5,2.0,6,4,1
2016,7000,65000,0,88.3,1.5,5,0,1
2013,4950,25300,30,57.7,1.2,11,4,1
2017,10500,37920,145,74.3,1.5,6,0,1
2018,13650,13485,145,57.7,1.0,6,4,1
2018,10850,12946,145,65.7,1.0,5,4,1
2018,9650,15237,145,64.2,1.1,5,4,1
2018,9950,9649,145,64.2,1.1,5,4,1
2018,10000,27843,145,65.7,1.0,5,4,1
2013,6776,35490,20,67.3,1.6,6,0,1
2016,7480,62595,0,74.3,1.5,6,0,1
2017,8310,18680,125,54.3,1.2,5,4,1
2017,7625,13404,145,57.7,1.2,12,4,1
2014,4430,28883,30,57.7,1.2,11,4,1
2016,8498,20447,125,54.3,1.2,5,4,1
2018,12698,1370,145,54.3,1.0,2,4,1
2018,13998,12024,145,58.9,1.0,6,4,1
2017,11498,15378,20,61.4,1.0,6,4,1
2015,7698,43361,20,60.1,1.0,6,4,1
2018,9000,9592,145,64.2,1.1,5,4,1
2018,9000,10945,145,64.2,1.1,5,4,1
2018,10450,9000,145,64.2,1.1,5,4,1
2018,10450,20000,145,65.7,1.0,5,4,1
2018,10000,8932,145,65.7,1.0,5,4,1
2017,10000,19496,145,65.7,1.0,5,4,1
2018,10650,11451,145,65.7,1.0,5,4,1
2016,15000,18454,145,54.3,2.0,13,0,1
2017,10000,12068,145,65.7,1.0,5,4,1
2017,8850,16913,125,54.3,1.2,5,4,1
2016,10998,13303,160,44.8,1.5,2,4,2
2019,17998,2676,145,64.2,2.0,6,0,0
2016,8698,24917,30,57.7,1.0,0,4,1
2014,7698,8487,30,54.3,1.2,5,4,1
2016,9998,24242,0,65.7,1.0,5,4,1
2017,13998,21511,150,64.2,1.5,13,0,1
2014,7998,29044,165,44.1,1.6,0,4,2
2017,11298,14604,0,74.3,1.5,6,0,1
2019,15298,12779,145,48.7,1.0,6,4,0
2019,19298,11251,145,39.2,1.5,13,4,1
2018,13495,14000,145,88.3,1.5,5,0,1
2017,13995,58402,125,60.1,2.0,13,0,1
2017,14995,67318,125,56.5,2.0,18,0,1
2017,14995,50565,150,56.5,2.0,8,0,1
2019,16995,4401,150,45.6,1.0,2,4,2
2019,18495,9447,150,54.3,1.5,13,0,1
2016,15495,72189,125,56.5,2.0,18,0,0
2017,10495,34463,145,55.4,1.0,1,4,1
2017,38015,197,145,74.3,1.5,6,0,1
2017,13995,55121,145,54.3,2.0,13,0,1
2018,16998,3713,145,54.3,1.5,13,0,1
2013,8698,9734,0,65.7,1.0,5,4,1
2018,10498,8163,150,55.4,1.1,5,4,1
2016,7298,33349,125,54.3,1.2,5,4,1
2015,9498,62232,125,60.1,2.0,13,0,1
2017,14498,37886,20,67.3,2.0,6,0,1
2017,10998,13888,145,68.9,1.5,1,0,1
2017,10798,19318,30,64.2,1.5,9,0,1
2017,16498,25595,150,43.5,1.5,18,4,1
2017,16998,25129,20,67.3,2.0,6,0,1
2017,14998,12757,145,56.6,1.5,10,0,0
2017,12498,17367,30,58.9,1.5,9,0,2
2017,15995,22947,20,67.3,2.0,6,0,1
2017,7995,18250,125,54.3,1.2,5,4,1
2016,16700,22704,200,44.8,2.0,21,0,1
2017,7430,12370,125,54.3,1.2,5,4,1
2015,6999,27425,125,54.3,1.2,5,4,1
2013,5999,41675,20,58.9,1.0,6,4,1
2015,9999,45971,20,68.9,2.0,14,0,1
2017,7713,12370,125,54.3,1.2,5,4,1
2016,9247,26199,20,68.9,1.5,1,0,1
2017,13190,31181,145,60.1,2.0,13,0,1
2018,11810,17330,145,51.4,1.5,6,4,1
2019,10600,2179,145,47.9,1.2,12,4,1
2019,10440,1524,145,47.9,1.2,12,4,1
2019,10460,1161,145,47.9,1.2,12,4,1
2017,10260,20926,0,65.7,1.0,5,4,1
2017,9650,42581,20,68.9,1.5,1,0,1
2018,15891,21651,145,45.6,1.5,13,4,1
2018,13691,9055,145,78.5,1.5,14,0,1
2017,9870,23699,145,60.1,1.0,6,4,1
2017,9020,29535,0,65.7,1.0,5,4,1
2017,12320,28866,145,54.3,2.0,13,0,1
2016,8990,7872,0,65.7,1.0,5,4,1
2017,11991,23445,0,74.3,1.5,6,0,1
2014,5491,60259,30,54.3,1.2,5,4,1
2016,9210,28720,0,65.7,1.0,5,4,1
2017,10491,19980,0,65.7,1.0,5,4,1
2017,20627,7743,145,52.3,2.0,8,0,0
2019,10850,14669,145,58.9,1.0,5,4,1
2018,7500,8879,145,57.7,1.2,12,4,1
2016,9790,34006,0,74.3,1.5,6,0,1
2017,7450,11690,145,57.7,1.2,12,4,1
2013,3691,33735,30,57.7,1.2,11,4,1
2017,10980,28523,20,68.9,1.5,1,0,1
2019,14021,5489,145,48.7,1.0,5,4,0
2018,16700,7732,145,60.1,1.0,6,4,1
2017,12790,31959,145,48.7,1.5,14,4,1
2018,8095,7933,145,57.7,1.2,12,4,1
2018,18797,5946,145,41.5,2.0,6,4,1
2015,8000,45566,0,74.3,1.5,6,0,1
2016,8640,17782,125,54.3,1.2,5,4,1
2014,8830,32123,30,55.4,1.0,1,4,1
2014,6250,40946,0,65.7,1.0,5,4,1
2016,7495,28805,125,54.3,1.2,5,4,1
2018,13498,18744,145,74.3,1.5,6,0,1
2017,17998,41269,145,44.8,2.0,21,0,1
2017,10991,25899,150,60.1,1.0,6,4,1
2018,12991,15623,150,57.7,1.0,6,4,1
2019,12991,13505,150,58.9,1.0,5,4,1
2020,15980,2489,150,55.4,1.0,5,4,1
2017,13991,27492,125,58.9,2.0,14,0,2
2017,9791,28000,145,52.3,1.0,2,4,1
2017,11291,12857,125,51.4,1.0,6,4,2
2014,7830,34567,0,65.7,1.0,5,4,1
2015,7180,44583,0,74.3,1.5,6,0,1
2017,18491,18523,200,41.5,2.0,6,4,1
2018,10760,12849,145,58.9,1.0,5,4,1
2018,11030,20271,145,65.7,1.0,5,4,1
2018,10870,19733,145,65.7,1.0,5,4,1
2016,11290,9928,20,60.1,1.0,6,4,1
2015,9221,59292,20,68.9,2.0,14,0,1
2016,9791,37561,20,64.2,1.5,1,0,2
